"Pair","Param1","Param2","Param1Value","Param2Value","SSE","Log10SSE"
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1,0.032550269923419,-1.48744540568979
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.25,0.0241071736880796,-1.61785370308672
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.5,0.0247745497192761,-1.60599423013071
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.75,0.0310312494176681,-1.50820073797449
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2,0.0408498317192013,-1.38880972820312
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.25,0.0527762870652672,-1.27756116666971
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.5,0.0657526781538254,-1.18208655335166
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.75,0.0790374720293342,-1.10216695887169
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3,0.0921344300168292,-1.03557804654475
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.25,0.104729092191691,-0.979932660982993
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.5,0.1166368203653,-0.933164328160418
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.75,0.127762854980137,-0.89359539204595
"gamma_max_vs_b","gamma_max","b",0.128571428571429,4,0.138072827405214,-0.859891781733476
"gamma_max_vs_b","gamma_max","b",0.142857142857143,0.5,0.11217759978917,-0.950093856619876
"gamma_max_vs_b","gamma_max","b",0.142857142857143,0.75,0.0433789436408376,-1.36272102808349
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1,0.0205661080900082,-1.68684788598892
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.25,0.0149173402549647,-1.82630860417995
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.5,0.0179107113704269,-1.74688716467494
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.75,0.0262876086669926,-1.58024891902735
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2,0.0380882423557935,-1.41920906810546
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.25,0.0518931376024539,-1.28489006986709
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.5,0.0666702444405223,-1.17606795256942
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.75,0.0816966332730782,-1.08779584042048
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3,0.0964876189098981,-1.01552841084358
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.25,0.110734531697758,-0.955716926662316
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.5,0.124254455912866,-0.905688027997687
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.75,0.136951849537195,-0.863432098215614
"gamma_max_vs_b","gamma_max","b",0.142857142857143,4,0.148790273048076,-0.827425459244605
"gamma_max_vs_b","gamma_max","b",0.157142857142857,0.5,0.0897764144435914,-1.04683774376014
"gamma_max_vs_b","gamma_max","b",0.157142857142857,0.75,0.0300632034710452,-1.52196474378667
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1,0.0114139105562922,-1.94256553506908
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.25,0.00849944172207327,-2.07060959957813
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.5,0.0137760511947366,-1.86087525195675
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.75,0.0242067535787998,-1.6160634508454
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2,0.0378973804865993,-1.42139080796153
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.25,0.0534684971885304,-1.2719020222191
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.5,0.0699200592430441,-1.15539821239716
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.75,0.0865532927206122,-1.06271640574132
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3,0.102899884635327,-0.987585112140084
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.25,0.118661000358518,-0.92569199471125
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.5,0.133658706906408,-0.874002744814361
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.75,0.147799181691379,-0.830327970460154
"gamma_max_vs_b","gamma_max","b",0.157142857142857,4,0.161045720171152,-0.793050812171517
"gamma_max_vs_b","gamma_max","b",0.171428571428571,0.5,0.0711857521726253,-1.14760692170031
"gamma_max_vs_b","gamma_max","b",0.171428571428571,0.75,0.0197226794834653,-1.70503408301388
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1,0.00500453900043912,-2.3006359219382
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.25,0.0047506202996395,-2.3232496798231
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.5,0.0122446620374045,-1.91205319725351
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.75,0.0246403421525823,-1.60835326590912
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2,0.0401089714875416,-1.39675847446842
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.25,0.0573163049004186,-1.24172181571163
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.5,0.0752995486702777,-1.12320762686165
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.75,0.0933887346226639,-1.02970550906209
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3,0.111135968164813,-0.954145362774096
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.25,0.128255707973255,-0.891923297669367
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.5,0.14457787342881,-0.839898167505259
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.75,0.160012652187554,-0.795845676356593
"gamma_max_vs_b","gamma_max","b",0.171428571428571,4,0.174524819387182,-0.758142802765436
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.5,0.0561844420467776,-1.25038392764529
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.75,0.0122436647539532,-1.91208857040935
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1,0.00124184369434001,-2.90593306354551
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.25,0.0035595555218935,-2.44860422855535
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.5,0.0131839413168411,-1.8799547387347
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.75,0.0274361618639335,-1.56167664361768
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2,0.0445541639933397,-1.35111170094648
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.25,0.0632536030704976,-1.19891473103646
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.5,0.0826133553481638,-1.0829497385736
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.75,0.101996061790497,-0.991416596627051
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3,0.12097754493275,-0.917295233128206
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.25,0.139288414129543,-0.856085006252754
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.5,0.156768869969703,-0.804740172152875
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.75,0.173335113534448,-0.76111345073361
"gamma_max_vs_b","gamma_max","b",0.185714285714286,4,0.188954990801286,-0.723641632729056
"gamma_max_vs_b","gamma_max","b",0.2,0.5,0.0445739923133094,-1.35091846616082
"gamma_max_vs_b","gamma_max","b",0.2,0.75,0.00751306455269723,-2.12418287966021
"gamma_max_vs_b","gamma_max","b",0.2,1,2.28512221585481e-05,-4.64109056747512
"gamma_max_vs_b","gamma_max","b",0.2,1.25,0.00480777393466409,-2.31805596139553
"gamma_max_vs_b","gamma_max","b",0.2,1.5,0.0164562875128154,-1.78366813355577
"gamma_max_vs_b","gamma_max","b",0.2,1.75,0.0324399440113533,-1.48891990401641
"gamma_max_vs_b","gamma_max","b",0.2,2,0.051065334197259,-1.29187382150521
"gamma_max_vs_b","gamma_max","b",0.2,2.25,0.0711022371567779,-1.14811673443818
"gamma_max_vs_b","gamma_max","b",0.2,2.5,0.091674848762599,-1.03774979782902
"gamma_max_vs_b","gamma_max","b",0.2,2.75,0.112181442764916,-0.950078978831652
"gamma_max_vs_b","gamma_max","b",0.2,3,0.132224154961458,-0.878689199856329
"gamma_max_vs_b","gamma_max","b",0.2,3.25,0.151552014510175,-0.819438286384199
"gamma_max_vs_b","gamma_max","b",0.2,3.5,0.170017472207223,-0.769506445131916
"gamma_max_vs_b","gamma_max","b",0.2,3.75,0.187544412981648,-0.726895869115934
"gamma_max_vs_b","gamma_max","b",0.2,4,0.204105127734896,-0.690146084362832
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.5,0.0361719484010499,-1.44162809734747
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.75,0.00541667501477001,-2.26626722007571
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1,0.00123828809388367,-2.90717830278908
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.25,0.00837098800593626,-2.07722328033371
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.5,0.021920687006133,-1.65914583895149
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.75,0.0394969772453206,-1.40343614021936
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2,0.0594776058731357,-1.22564652126999
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.25,0.080690181575317,-1.09317930724916
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.5,0.102307157132935,-0.990093983153792
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.75,0.123764752931992,-0.907403020797852
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3,0.144693367013176,-0.8395513772127
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.25,0.164862160019002,-0.782879014341957
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.5,0.184137346509692,-0.734858119490723
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.75,0.202451813782898,-0.693678327997197
"gamma_max_vs_b","gamma_max","b",0.214285714285714,4,0.219783417069889,-0.658005078731133
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.5,0.0308071826633863,-1.51134801637604
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.75,0.00583822151277498,-2.23371943111046
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1,0.00477331803067252,-2.3211796290394
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.25,0.014120421416201,-1.85015234181115
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.5,0.0294341774614399,-1.53114809604849
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.75,0.048453522778735,-1.3146746423955
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2,0.0696301054902406,-1.15720294686385
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.25,0.0918525338015143,-1.03690885894622
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.5,0.11434379563392,-0.941787395508954
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.75,0.136579729423444,-0.864613751992643
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3,0.158220356506214,-0.800737641258219
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.25,0.179056164773415,-0.747010721951791
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.5,0.198968211423184,-0.701216304023865
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.75,0.217899353573322,-0.661744058142709
"gamma_max_vs_b","gamma_max","b",0.228571428571429,4,0.235833859440375,-0.627393841681792
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.5,0.0283165587161211,-1.547959527162
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.75,0.0086589300140175,-2.06253577053665
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1,0.0105084101745581,-1.97846298374754
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.25,0.0219240911608674,-1.65907840078979
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.5,0.038853179941777,-1.41057343054004
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.75,0.0591580380306156,-1.2279862377618
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2,0.0813669752658436,-1.08955182815787
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.25,0.104432221053014,-0.981165485370458
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.5,0.127628964877186,-0.89405075305362
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.75,0.150473754030879,-0.822539244080623
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3,0.172657064845494,-0.76281564632907
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.25,0.193991439048481,-0.712217435307102
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.5,0.21437345188992,-0.668828998884141
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.75,0.233756561893642,-0.631236188993626
"gamma_max_vs_b","gamma_max","b",0.242857142857143,4,0.252132028827369,-0.598371981537172
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.5,0.0285425964391794,-1.54450652288505
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.75,0.0137574764998439,-1.86146122036647
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1,0.0183202800303724,-1.73706789231031
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.25,0.0316480258403863,-1.49965337548444
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.5,0.0500346965006561,-1.30072873020494
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.75,0.0714622186525486,-1.14592350459591
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2,0.0945381689566668,-1.02439281349615
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.25,0.118280463461743,-0.927086982434023
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.5,0.142017588904767,-0.847657864833617
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.75,0.165307366993687,-0.781707791477475
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3,0.187871086936697,-0.726140051991186
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.25,0.209543649995868,-0.67872549547695
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.5,0.230237458654549,-0.637824017094045
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.75,0.249916893425043,-0.602204386237281
"gamma_max_vs_b","gamma_max","b",0.257142857142857,4,0.26858052699828,-0.570925478352959
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.5,0.0313318779283591,-1.50401357417409
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.75,0.0210102046430868,-1.67756971746884
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1,0.0280828610984818,-1.55155864810974
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.25,0.0431574060757117,-1.36494466595526
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.5,0.0628373736733209,-1.20178197485772
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.75,0.0852218712717554,-1.069448933946
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2,0.109000055960381,-0.962573279093519
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.25,0.133257035519205,-0.875309852421414
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.5,0.157375154923547,-0.803063829354876
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.75,0.180953599947926,-0.742432772478592
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3,0.203744408364977,-0.690914301358823
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.25,0.225604773460601,-0.646651715567832
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.5,0.246462908007696,-0.608248431598469
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.75,0.266294154920105,-0.574638366095058
"gamma_max_vs_b","gamma_max","b",0.271428571428571,4,0.285104485261412,-0.544995950319588
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.5,0.036534007998165,-1.43730268048441
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.75,0.0302915315967853,-1.51867876736651
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1,0.0396682765490909,-1.40155666772547
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.25,0.0563176181817024,-1.24935572091881
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.5,0.0771224353548874,-1.11281926483539
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.75,0.100297631016161,-0.99870932469403
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2,0.124615859179991,-0.904426683872129
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.25,0.149230364358385,-0.826142800646224
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.5,0.173577408805157,-0.760506799146283
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.75,0.197297200648296,-0.704879076692171
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3,0.220172087539655,-0.65723773984144
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.25,0.242081160073931,-0.61603900813905
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.5,0.262968139180818,-0.58009686678081
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.75,0.282819124482396,-0.548491226500493
"gamma_max_vs_b","gamma_max","b",0.285714285714286,4,0.301647361463522,-0.52050046914368
"gamma_max_vs_b","gamma_max","b",0.3,0.5,0.0440009920026851,-1.35653753223118
"gamma_max_vs_b","gamma_max","b",0.3,0.75,0.0414744824111032,-1.38221902513252
"gamma_max_vs_b","gamma_max","b",0.3,1,0.0529477889138815,-1.27615217120428
"gamma_max_vs_b","gamma_max","b",0.3,1.25,0.0709952165612191,-1.14877091171826
"gamma_max_vs_b","gamma_max","b",0.3,1.5,0.0927544911340265,-1.03266505284495
"gamma_max_vs_b","gamma_max","b",0.3,1.75,0.116555539080674,-0.933467082632379
"gamma_max_vs_b","gamma_max","b",0.3,2,0.141255951352273,-0.849993245561597
"gamma_max_vs_b","gamma_max","b",0.3,2.25,0.16607749962845,-0.779689202281427
"gamma_max_vs_b","gamma_max","b",0.3,2.5,0.190509951908776,-0.720082332606864
"gamma_max_vs_b","gamma_max","b",0.3,2.75,0.214233806844796,-0.669111994906409
"gamma_max_vs_b","gamma_max","b",0.3,3,0.237060953530364,-0.625139973068537
"gamma_max_vs_b","gamma_max","b",0.3,3.25,0.25889170188556,-0.586881869546073
"gamma_max_vs_b","gamma_max","b",0.3,3.5,0.279684734152679,-0.553331237790743
"gamma_max_vs_b","gamma_max","b",0.3,3.75,0.299436490177182,-0.52369527641466
"gamma_max_vs_b","gamma_max","b",0.3,4,0.318167185850767,-0.497344613309183
"gamma_max_vs_p","gamma_max","p",0.1,0.1,0.0738674096079641,-1.13154713060799
"gamma_max_vs_p","gamma_max","p",0.1,0.15,0.0714312083186568,-1.14611200335878
"gamma_max_vs_p","gamma_max","p",0.1,0.2,0.0688668079199946,-1.16199004674984
"gamma_max_vs_p","gamma_max","p",0.1,0.25,0.0669366964980511,-1.1743357250238
"gamma_max_vs_p","gamma_max","p",0.1,0.3,0.0658216777020347,-1.18163105234474
"gamma_max_vs_p","gamma_max","p",0.1,0.35,0.0653670308735608,-1.18464124127722
"gamma_max_vs_p","gamma_max","p",0.1,0.4,0.0653388265918691,-1.18482866920634
"gamma_max_vs_p","gamma_max","p",0.1,0.45,0.0655435811859396,-1.18346983321909
"gamma_max_vs_p","gamma_max","p",0.1,0.5,0.0658528343342096,-1.18142552807932
"gamma_max_vs_p","gamma_max","p",0.1,0.55,0.0661914544150046,-1.17919807611876
"gamma_max_vs_p","gamma_max","p",0.1,0.6,0.0665197680977818,-1.17704927349385
"gamma_max_vs_p","gamma_max","p",0.1,0.65,0.0668192701029992,-1.17509827266633
"gamma_max_vs_p","gamma_max","p",0.1,0.7,0.0670832128757298,-1.17338614551756
"gamma_max_vs_p","gamma_max","p",0.1,0.75,0.0673109717086294,-1.17191413987484
"gamma_max_vs_p","gamma_max","p",0.1,0.8,0.067504860596657,-1.1706649552533
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.1,0.0569766535375876,-1.24430306216638
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.15,0.0543495537744102,-1.26480401724663
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.2,0.0515394908847022,-1.28785987579397
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.25,0.0493852998049942,-1.30640230540131
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.3,0.0481029092381318,-1.3178286569347
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.35,0.0475392303862816,-1.32294785335451
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.4,0.0474488593327993,-1.32377422351963
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.45,0.0476251873921746,-1.32216330248216
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.5,0.0479289294649384,-1.31940227125153
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.55,0.0482770236642932,-1.31625951251873
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.6,0.0486242905425631,-1.31314672223586
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.65,0.0489485032983212,-1.31026058310942
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.7,0.0492404366026558,-1.30767810494292
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.75,0.0494978328382586,-1.30541381534904
"gamma_max_vs_p","gamma_max","p",0.114285714285714,0.8,0.0497219399038505,-1.30345193567998
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.1,0.0428537188205938,-1.36801148428492
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.15,0.040092070181396,-1.39694151807863
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.2,0.0370947422720727,-1.43068764197635
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.25,0.034763364321097,-1.45887820013522
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.3,0.0333455373071494,-1.47696228026512
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.35,0.0326920874549947,-1.48555734796531
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.4,0.032550269923419,-1.48744540568979
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.45,0.0327040581527149,-1.48539835364006
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.5,0.0330059096077473,-1.48140829405368
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.55,0.0333663505542614,-1.47669129172157
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.6,0.0337354806862376,-1.47191309733933
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.65,0.0340876932362587,-1.4674023871155
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.7,0.034411384312505,-1.46329785608615
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.75,0.0347026428061268,-1.45963744992347
"gamma_max_vs_p","gamma_max","p",0.128571428571429,0.8,0.0349615785616996,-1.45640896662235
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.1,0.0314238825354737,-1.50274015731126
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.15,0.0285817702271477,-1.54391087645221
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.2,0.0254540386464286,-1.59424330084371
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.25,0.0229918018664461,-1.63842699175856
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.3,0.0214707710550346,-1.66815235896692
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.35,0.0207476368359755,-1.68303136244789
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.4,0.0205661080900082,-1.68684788598892
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.45,0.0207042224523239,-1.68394107479724
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.5,0.0210086376321031,-1.6776021098046
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.55,0.0213849526793737,-1.669891706413
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.6,0.0217793373551174,-1.66195533795921
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.65,0.0221631685066201,-1.65436815158922
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.7,0.0225225890954682,-1.64738168641204
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.75,0.0228520388011509,-1.64107504720945
"gamma_max_vs_p","gamma_max","p",0.142857142857143,0.8,0.0231504389538351,-1.63544076994101
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.1,0.0226078095545908,-1.64574151392345
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.15,0.0197372608033241,-1.70471312018446
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.2,0.0165345868435163,-1.78160665250854
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.25,0.0139871467856029,-1.85427086746988
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.3,0.0123951249131027,-1.90674909222832
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.35,0.0116228098465472,-1.93468886735593
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.4,0.0114139105562922,-1.94256553506908
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.45,0.0115438281890692,-1.93765014562683
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.5,0.0118557794375708,-1.92606988881287
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.55,0.0122518834939958,-1.91179714165287
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.6,0.0126751689202035,-1.89704624417424
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.65,0.0130943737809497,-1.8829152662331
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.7,0.0134935327439711,-1.8698743327333
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.75,0.0138654600863628,-1.85806571500401
"gamma_max_vs_p","gamma_max","p",0.157142857142857,0.8,0.014207855576298,-1.84747146617243
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.1,0.0163197706880579,-1.78728594788674
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.15,0.0134708769569496,-1.87060413069373
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.2,0.0102474587215704,-1.98938382241671
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.25,0.00765980925435316,-2.11578204509498
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.3,0.0060288620571011,-2.21976465286133
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.35,0.00522808349631459,-2.28165748503581
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.4,0.00500453900043912,-2.3006359219382
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.45,0.00513414107758895,-2.28953220181639
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.5,0.00545893587938967,-2.26289200688305
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.55,0.00587897324352659,-2.23069851637414
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.6,0.0063349237987636,-2.19825860477036
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.65,0.00679327452236995,-2.16792083482169
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.7,0.00723611259654188,-2.14049468397967
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.75,0.0076546674555846,-2.11607367176411
"gamma_max_vs_p","gamma_max","p",0.171428571428571,0.8,0.00804539954078923,-2.09445238362816
"gamma_max_vs_p","gamma_max","p",0.185714285714286,0.1,0.0124671830337795,-1.90423166449162
"gamma_max_vs_p","gamma_max","p",0.185714285714286,0.15,0.00968812647773406,-2.01376020014747
"gamma_max_vs_p","gamma_max","p",0.185714285714286,0.2,0.00649697317288233,-2.18728892650741
"gamma_max_vs_p","gamma_max","p",0.185714285714286,0.25,0.00391347087790205,-2.40743789363495
